LebwohlLasher.py: Size: 50, Steps: 500, T*: 0.500: Order: 0.537, Time: 15.852029 s
         3667856 function calls (3651549 primitive calls) in 16.568 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:1(<module>)
        5    0.000    0.000    0.000    0.000 rcsetup.py:237(_validate_pathlike)
        2    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
      156    0.000    0.000    0.000    0.000 core.py:802(postParse)
       24    0.000    0.000    0.000    0.000 dataclasses.py:683(_is_classvar)
       44    0.000    0.000    0.000    0.000 unicode.py:17(<genexpr>)
      257    0.000    0.000    0.000    0.000 hmac.py:20(<genexpr>)
      114    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        3    0.000    0.000    0.000    0.000 cm.py:90(__init__)
       12    0.000    0.000    0.000    0.000 dataclasses.py:489(_field_init)
       14    0.000    0.000    0.000    0.000 dataclasses.py:857(_set_qualname)
       22    0.000    0.000    0.000    0.000 _type_aliases.py:118(<lambda>)
        2    0.000    0.000    0.000    0.000 selectors.py:588(_can_use)
        1    0.000    0.000    0.000    0.000 uuid.py:85(UUID)
       62    0.000    0.000    0.000    0.000 <frozen abc>:7(abstractmethod)
        9    0.000    0.000    0.000    0.000 deprecation.py:152(_deprecated_property)
        1    0.000    0.000    0.000    0.000 core.py:322(condition_as_parse_action)
        1    0.000    0.000    0.000    0.000 offsetbox.py:874(AnchoredOffsetbox)
        1    0.000    0.000    0.000    0.000 _parser.py:1373(_result)
        8    0.000    0.000    0.000    0.000 util.py:118(clear)
        1    0.000    0.000    0.000    0.000 collections.py:2144(TriMesh)
      181    0.000    0.000    0.000    0.000 <frozen _collections_abc>:868(__iter__)
      134    0.000    0.000    0.000    0.000 contextlib.py:440(__init__)
        3    0.000    0.000    0.000    0.000 colors.py:1521(__init__)
      129    0.000    0.000    0.000    0.000 results.py:29(__getitem__)
        1    0.000    0.000    0.000    0.000 GimpPaletteFile.py:1(<module>)
        2    0.000    0.000    0.000    0.000 <frozen os>:723(__delitem__)
        1    0.000    0.000    0.000    0.000 subprocess.py:695(_use_posix_spawn)
        1    0.000    0.000    0.000    0.000 _common.py:149(_tzinfo)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:328(AxisConcatenator)
       85    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
        2    0.000    0.000    0.000    0.000 enum.py:1671(global_enum)
        1    0.000    0.000    0.000    0.000 ImageSequence.py:1(<module>)
       12    0.000    0.000    0.000    0.000 dataclasses.py:404(field)
        5    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.generic' objects}
        2    0.000    0.000    0.000    0.000 decoder.py:285(__init__)
        1    0.000    0.000    0.000    0.000 quiver.py:915(Barbs)
        7    0.000    0.000    0.000    0.000 legend_handler.py:171(__init__)
       53    0.000    0.000    0.000    0.000 <frozen _collections_abc>:341(__subclasshook__)
       43    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
       78    0.000    0.000    0.000    0.000 _internal.py:904(<genexpr>)
        1    0.000    0.000    0.000    0.000 threading.py:616(set)
        1    0.000    0.000    0.000    0.000 collections.py:1269(FillBetweenPolyCollection)
        1    0.000    0.000    0.000    0.000 art3d.py:104(Text3D)
        1    0.000    0.000    0.000    0.000 patches.py:990(PathPatch)
        1    0.000    0.000    0.000    0.000 _factories.py:26(__init__)
        1    0.000    0.000    0.000    0.000 ticker.py:397(ScalarFormatter)
        4    0.000    0.000    0.000    0.000 core.py:5323(_generateDefaultName)
       14    0.000    0.000    0.000    0.000 mixins.py:28(_reflected_binary_method)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1914(IPv6Address)
       31    0.000    0.000    0.000    0.000 warnings.py:458(__init__)
       15    0.000    0.000    0.000    0.000 enum.py:810(__iter__)
        1    0.000    0.000    0.000    0.000 art3d.py:225(Line3D)
       65    0.000    0.000    0.000    0.000 results.py:269(__bool__)
       56    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        5    0.000    0.000    0.000    0.000 functools.py:841(_is_union_type)
        1    0.000    0.000    0.000    0.000 PaletteFile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:104(__diag__)
       17    0.000    0.000    0.000    0.000 enum.py:1182(_generate_next_value_)
        1    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 _secondary_axes.py:12(SecondaryAxis)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7f8ca4bdede0}
        1    0.000    0.000    0.000    0.000 dviread.py:821(PsfontsMap)
        1    0.000    0.000    0.000    0.000 colorizer.py:38(Colorizer)
        3    0.000    0.000    0.000    0.000 {built-in method posix.uname}
        1    0.000    0.000    0.000    0.000 _array_utils_impl.py:1(<module>)
        6    0.000    0.000    0.000    0.000 <frozen _collections_abc>:104(_check_methods)
        6    0.000    0.000    0.000    0.000 functools.py:845(_is_valid_dispatch_type)
       93    0.000    0.000    0.000    0.000 __init__.py:109(<lambda>)
        1    0.000    0.000    0.000    0.000 rcsetup.py:281(_validate_toolbar)
        4    0.000    0.000    0.000    0.000 legend_handler.py:214(__init__)
        8    0.000    0.000    0.000    0.000 rrule.py:77(<genexpr>)
       13    0.000    0.000    0.000    0.000 mixins.py:38(_inplace_binary_method)
        1    0.000    0.000    0.000    0.000 testing.py:126(TestParseResultsAsserts)
       18    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.000    0.000 pathlib.py:824(Path)
       37    0.000    0.000    0.000    0.000 fromnumeric.py:3571(ndim)
        3    0.000    0.000    0.000    0.000 core.py:701(add_parse_action)
       25    0.000    0.000    0.000    0.000 getlimits.py:703(min)
       68    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
       29    0.000    0.000    0.000    0.000 getlimits.py:716(max)
        1    0.000    0.000    0.000    0.000 _common.py:21(package_to_anchor)
        1    0.000    0.000    0.000    0.000 numbers.py:319(Integral)
       47    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 polar.py:812(PolarAxes)
        1    0.000    0.000    0.000    0.000 tz.py:41(tzutc)
        5    0.000    0.000    0.000    0.000 typing.py:1442(__mro_entries__)
      112    0.000    0.000    0.000    0.000 ipaddress.py:574(__int__)
        1    0.000    0.000    0.000    0.000 collections.py:2361(QuadMesh)
       29    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
      134    0.000    0.000    0.000    0.000 contextlib.py:443(__enter__)
       11    0.000    0.000    0.000    0.000 typing.py:1097(<genexpr>)
        5    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
       24    0.000    0.000    0.000    0.000 typing.py:2000(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:958(createLock)
       56    0.000    0.000    0.000    0.000 core.py:4120(<genexpr>)
       32    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
      134    0.000    0.000    0.000    0.000 six.py:93(__init__)
       55    0.000    0.000    0.000    0.000 colors.py:413(<genexpr>)
        1    0.000    0.000    0.000    0.000 numbers.py:172(Real)
       22    0.000    0.000    0.000    0.000 util.py:196(__init__)
       43    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
       10    0.000    0.000    0.000    0.000 axis.py:2350(_make_getset_interval)
        1    0.000    0.000    0.000    0.000 textpath.py:26(__init__)
        2    0.000    0.000    0.000    0.000 <frozen os>:717(__setitem__)
        1    0.000    0.000    0.000    0.000 axes3d.py:4044(_Quaternion)
       40    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:1878(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1611(_BaseV6)
        1    0.000    0.000    0.000    0.000 __init__.py:450(validate)
        6    0.000    0.000    0.000    0.000 _exceptions.py:17(_display_as_base)
        1    0.000    0.000    0.000    0.000 threading.py:873(Thread)
        2    0.000    0.000    0.000    0.000 dataclasses.py:428(_fields_in_init_order)
       32    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:966(clear)
        1    0.000    0.000    0.000    0.000 polar.py:32(PolarTransform)
       45    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 six.py:194(find_spec)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1751(ParserState)
        1    0.000    0.000    0.000    0.000 calendar.py:96(_localized_month)
        1    0.000    0.000    0.000    0.000 __init__.py:892(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 tempfile.py:685(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 ast.py:78(_convert_signed_num)
        1    0.000    0.000    0.000    0.000 core.py:5896(__init__)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:9(Gcf)
       33    0.000    0.000    0.000    0.000 version.py:454(_parse_letter_version)
        3    0.000    0.000    0.000    0.000 legend_handler.py:433(__init__)
        1    0.000    0.000    0.000    0.000 unicode.py:31(unicode_set)
        1    0.000    0.000    0.000    0.000 contour.py:558(ContourSet)
       27    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
       17    0.000    0.000    0.000    0.000 inspect.py:2855(__hash__)
        1    0.000    0.000    0.000    0.000 core.py:4861(__init__)
       29    0.000    0.000    0.000    0.000 __init__.py:811(__init__)
       24    0.000    0.000    0.000    0.000 cbook.py:1850(_str_equal)
        1    0.000    0.000    0.000    0.000 rcsetup.py:311(_validate_color_or_linecolor)
        2    0.000    0.000    0.000    0.000 {built-in method posix.access}
       57    0.000    0.000    0.000    0.000 __init__.py:266(<genexpr>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:130(RendererBase)
        1    0.000    0.000    0.000    0.000 gridspec.py:26(GridSpecBase)
        2    0.000    0.000    0.000    0.000 <frozen posixpath>:408(abspath)
        1    0.000    0.000    0.000    0.000 figure.py:2214(SubFigure)
        6    0.000    0.000    0.000    0.000 dataclasses.py:437(_tuple_str)
        5    0.000    0.000    0.000    0.000 weakref.py:510(update)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_224}
        1    0.000    0.000    0.000    0.000 platform.py:843(uname_result)
        1    0.000    0.000    0.000    0.000 _mathtext.py:434(BakomaFonts)
        6    0.000    0.000    0.000    0.000 rcsetup.py:185(_make_type_validator)
        6    0.000    0.000    0.000    0.000 inspect.py:1463(formatannotation)
        1    0.000    0.000    0.000    0.000 _factories.py:56(__init__)
        1    0.000    0.000    0.000    0.000 _trirefine.py:47(UniformTriRefiner)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1336(__init__)
        1    0.000    0.000    0.000    0.000 colors.py:679(Colormap)
        1    0.000    0.000    0.000    0.000 __init__.py:1117(StreamHandler)
       26    0.000    0.000    0.000    0.000 enum.py:467(<genexpr>)
        4    0.000    0.000    0.000    0.000 rcsetup.py:246(validate_fonttype)
       19    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 abc.py:16(ResourceReader)
        1    0.000    0.000    0.000    0.000 axis.py:2604(YAxis)
       26    0.000    0.000    0.000    0.000 ipaddress.py:431(_ip_int_from_prefix)
       20    0.000    0.000    0.000    0.000 inspect.py:3113(<genexpr>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1487(IPv4Network)
        6    0.000    0.000    0.000    0.000 six.py:131(__init__)
        5    0.000    0.000    0.000    0.000 core.py:6108(token_map)
        1    0.000    0.000    0.000    0.000 __init__.py:1482(Logger)
        1    0.000    0.000    0.000    0.000 legend_handler.py:633(__init__)
       17    0.000    0.000    0.000    0.000 results.py:272(__iter__)
        1    0.000    0.000    0.000    0.000 random.py:889(getrandbits)
        1    0.000    0.000    0.000    0.000 __init__.py:442(LibraryLoader)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1353(_get_parent_path)
        1    0.000    0.000    0.000    0.000 ast.py:74(_convert_num)
        1    0.000    0.000    0.000    0.000 threading.py:588(__init__)
        1    0.000    0.000    0.000    0.000 font_manager.py:537(_cleanup_fontproperties_init)
       12    0.000    0.000    0.000    0.000 legend_handler.py:62(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:21(__deprecated_private_func)
        2    0.000    0.000    0.000    0.000 tokenize.py:376(read_or_stop)
        1    0.000    0.000    0.000    0.000 parse.py:152(_NetlocResultMixinBase)
       37    0.000    0.000    0.000    0.000 function_base.py:20(_linspace_dispatcher)
       77    0.000    0.000    0.000    0.000 signal.py:16(<lambda>)
        3    0.000    0.000    0.000    0.000 core.py:5036(_generateDefaultName)
       10    0.000    0.000    0.000    0.000 enum.py:822(__members__)
        1    0.000    0.000    0.000    0.000 core.py:3714(__init__)
        1    0.000    0.000    0.000    0.000 mathtext.py:48(__init__)
       21    0.000    0.000    0.000    0.000 typing.py:2876(_namedtuple_mro_entries)
        2    0.000    0.000    0.000    0.000 tokenize.py:382(find_cookie)
       12    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 collections.py:973(_CollectionWithSizes)
        1    0.000    0.000    0.000    0.000 ticker.py:1334(EngFormatter)
       36    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
       42    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        1    0.000    0.000    0.000    0.000 widgets.py:2446(SpanSelector)
        3    0.000    0.000    0.000    0.000 enum.py:1520(__repr__)
       10    0.000    0.000    0.000    0.000 core.py:3735(parseImpl)
        1    0.000    0.000    0.000    0.000 axis.py:2380(XAxis)
        1    0.000    0.000    0.000    0.000 colors.py:98(ColorSequenceRegistry)
        1    0.000    0.000    0.000    0.000 _triplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dviread.py:1023(_LuatexKpsewhich)
        6    0.000    0.000    0.000    0.000 threading.py:124(RLock)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:288(__subclasshook__)
        1    0.000    0.000    0.000    0.000 _shape.py:1(<module>)
       58    0.000    0.000    0.000    0.000 pathlib.py:176(_select_from)
       43    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1280(__init__)
       74    0.000    0.000    0.000    0.000 util.py:244(no_escape_re_range_char)
        1    0.000    0.000    0.000    0.000 transforms.py:2331(CompositeGenericTransform)
       33    0.000    0.000    0.000    0.000 core.py:4638(recurse)
        1    0.000    0.000    0.000    0.000 transforms.py:1155(LockableBbox)
       34    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
       10    0.000    0.000    0.000    0.000 enum.py:117(_iter_bits_lsb)
        8    0.000    0.000    0.000    0.000 enum.py:1686(_simple_enum)
       37    0.000    0.000    0.000    0.000 fromnumeric.py:3567(_ndim_dispatcher)
        1    0.000    0.000    0.000    0.000 ticker.py:199(Formatter)
        1    0.000    0.000    0.000    0.000 cm.py:66(ColormapRegistry)
        2    0.000    0.000    0.000    0.000 linecache.py:149(lazycache)
        1    0.000    0.000    0.000    0.000 __init__.py:1867(__init__)
       78    0.000    0.000    0.000    0.000 signal.py:21(<lambda>)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:997(exec_module)
        6    0.000    0.000    0.000    0.000 <frozen os>:795(decode)
        1    0.000    0.000    0.000    0.000 widgets.py:3123(RectangleSelector)
        1    0.000    0.000    0.000    0.000 ImageChops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 random.py:110(Random)
       23    0.000    0.000    0.000    0.000 {built-in method sys._getframemodulename}
        5    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 core.py:81(__compat__)
       38    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
       44    0.000    0.000    0.000    0.000 core.py:4350(<genexpr>)
        1    0.000    0.000    0.000    0.000 axis3d.py:729(XAxis)
        1    0.000    0.000    0.000    0.000 ticker.py:1537(PercentFormatter)
        3    0.000    0.000    0.000    0.000 traceback.py:391(extended_frame_gen)
       23    0.000    0.000    0.000    0.000 overrides.py:173(array_function_from_dispatcher)
        1    0.000    0.000    0.000    0.000 __init__.py:262(_register_at_fork_reinit_lock)
        1    0.000    0.000    0.000    0.000 core.py:3029(Regex)
        1    0.000    0.000    0.000    0.000 ImagePalette.py:30(ImagePalette)
        5    0.000    0.000    0.000    0.000 version.py:78(__lt__)
        1    0.000    0.000    0.000    0.000 functools.py:861(<lambda>)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:54(_get_platform_and_machine)
        7    0.000    0.000    0.000    0.000 rrule.py:70(__init__)
        2    0.000    0.000    0.000    0.000 scale.py:694(get_scale_names)
        1    0.000    0.000    0.000    0.000 __init__.py:919(Handler)
        1    0.000    0.000    0.000    0.000 transforms.py:1276(Transform)
       13    0.000    0.000    0.000    0.000 functools.py:965(__init__)
        1    0.000    0.000    0.000    0.000 tempfile.py:860(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 colors.py:2118(Normalize)
        4    0.000    0.000    0.000    0.000 typing.py:2315(_strip_annotations)
        1    0.000    0.000    0.000    0.000 colors.py:62(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method now}
        2    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
       33    0.000    0.000    0.000    0.000 <frozen codecs>:260(__init__)
        1    0.000    0.000    0.000    0.000 ast.py:69(_raise_malformed_node)
        1    0.000    0.000    0.000    0.000 _afm.py:358(AFM)
        1    0.000    0.000    0.000    0.000 tz.py:1545(__init__)
        1    0.000    0.000    0.000    0.000 _tight_layout.py:1(<module>)
        1    0.000    0.000    0.000    0.000 artist.py:87(_finalize_rasterization)
        1    0.000    0.000    0.000    0.000 __init__.py:653(RcParams)
        2    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 ticker.py:2040(MaxNLocator)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:501(_requires_builtin_wrapper)
        1    0.000    0.000    0.000    0.000 _binary.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1371(__iter__)
        1    0.000    0.000    0.000    0.000 _internal.py:261(_ctypes)
        1    0.000    0.000    0.000    0.000 colors.py:1513(BivarColormap)
        3    0.000    0.000    0.000    0.000 weakref.py:495(popitem)
        2    0.000    0.000    0.000    0.000 core.py:3577(_generateDefaultName)
       14    0.000    0.000    0.000    0.000 dataclasses.py:643(<genexpr>)
        1    0.000    0.000    0.000    0.000 traceback.py:374(StackSummary)
       26    0.000    0.000    0.000    0.000 ipaddress.py:415(_check_int_address)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:407(__subclasshook__)
        1    0.000    0.000    0.000    0.000 backend_managers.py:32(ToolManager)
        1    0.000    0.000    0.000    0.000 core.py:1363(make_mask_descr)
        1    0.000    0.000    0.000    0.000 subprocess.py:126(CalledProcessError)
       68    0.000    0.000    0.000    0.000 inspect.py:3093(return_annotation)
        1    0.000    0.000    0.000    0.000 threading.py:424(notify_all)
        1    0.000    0.000    0.000    0.000 bz2.py:26(BZ2File)
        1    0.000    0.000    0.000    0.000 gridspec.py:521(SubplotSpec)
        1    0.000    0.000    0.000    0.000 _deprecate.py:1(<module>)
        1    0.000    0.000    0.000    0.000 colorizer.py:314(_ColorizerInterface)
        3    0.000    0.000    0.000    0.000 rcsetup.py:591(_validate_greaterequal0_lessequal1)
       33    0.000    0.000    0.000    0.000 __init__.py:79(<genexpr>)
       48    0.000    0.000    0.000    0.000 pathlib.py:560(root)
       24    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        6    0.000    0.000    0.000    0.000 __init__.py:100(check_in_list)
        8    0.000    0.000    0.000    0.000 typing.py:485(__getattr__)
        1    0.000    0.000    0.000    0.000 gzip.py:139(GzipFile)
        8    0.000    0.000    0.000    0.000 relativedelta.py:13(<genexpr>)
       44    0.000    0.000    0.000    0.000 core.py:4351(<genexpr>)
        1    0.000    0.000    0.000    0.000 contour.py:58(ContourLabeler)
        1    0.000    0.000    0.000    0.000 rrule.py:1418(_rrulestr)
        1    0.000    0.000    0.000    0.000 transforms.py:1080(TransformedBbox)
        1    0.000    0.000    0.000    0.000 Image.py:3717(register_extensions)
        1    0.000    0.000    0.000    0.000 relativedelta.py:18(relativedelta)
        8    0.000    0.000    0.000    0.000 core.py:5056(stopOn)
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1285(_sanity_check)
        1    0.000    0.000    0.000    0.000 _exceptions.py:116(_ArrayMemoryError)
        1    0.000    0.000    0.000    0.000 axis.py:482(Ticker)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:379(PngStream)
        1    0.000    0.000    0.000    0.000 six.py:236(create_module)
        6    0.000    0.000    0.000    0.000 __init__.py:45(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1103(_resolve_filename)
        1    0.000    0.000    0.000    0.000 colors.py:1260(MultivarColormap)
       33    0.000    0.000    0.000    0.000 results.py:26(__init__)
        1    0.000    0.000    0.000    0.000 subprocess.py:470(CompletedProcess)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1206(Hlist)
        1    0.000    0.000    0.000    0.000 util.py:102(__init__)
       10    0.000    0.000    0.000    0.000 _docstring.py:61(__init__)
       30    0.000    0.000    0.000    0.000 results.py:263(__contains__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1139(_BaseV4)
       24    0.000    0.000    0.000    0.000 patches.py:2347(<genexpr>)
        5    0.000    0.000    0.000    0.000 <frozen os>:853(fsdecode)
        1    0.000    0.000    0.000    0.000 widgets.py:3727(PolygonSelector)
        1    0.000    0.000    0.000    0.000 core.py:6726(MaskedConstant)
       19    0.000    0.000    0.000    0.000 {method 'get' of '_contextvars.ContextVar' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:1353(Manager)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
        1    0.000    0.000    0.000    0.000 random.py:876(SystemRandom)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1231(_resolve_name)
        1    0.000    0.000    0.000    0.000 calendar.py:115(_localized_day)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2543(FigureManagerBase)
        5    0.000    0.000    0.000    0.000 rcsetup.py:583(_validate_greaterthan_minushalf)
        1    0.000    0.000    0.000    0.000 stackplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 collections.py:1587(LineCollection)
        1    0.000    0.000    0.000    0.000 traceback.py:679(TracebackException)
        1    0.000    0.000    0.000    0.000 colors.py:1002(LinearSegmentedColormap)
        1    0.000    0.000    0.000    0.000 _base.py:204(_process_plot_var_args)
       12    0.000    0.000    0.000    0.000 dataclasses.py:477(_field_assign)
        1    0.000    0.000    0.000    0.000 rcsetup.py:142(_validate_date)
        1    0.000    0.000    0.000    0.000 Image.py:3867(Exif)
        4    0.000    0.000    0.000    0.000 core.py:5178(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 _expired_attrs_2_0.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _triangulation.py:8(Triangulation)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3470(_Backend)
        1    0.000    0.000    0.000    0.000 transforms.py:2445(CompositeAffine2D)
        4    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        5    0.000    0.000    0.000    0.000 weakref.py:417(__len__)
        1    0.000    0.000    0.000    0.000 textpath.py:20(TextToPath)
        1    0.000    0.000    0.000    0.000 _inspect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 axis3d.py:737(YAxis)
        6    0.000    0.000    0.000    0.000 typing.py:993(_is_typevar_like)
        1    0.000    0.000    0.000    0.000 backend_tools.py:73(ToolBase)
        2    0.000    0.000    0.000    0.000 six.py:119(_resolve)
        1    0.000    0.000    0.000    0.000 {built-in method time.localtime}
        1    0.000    0.000    0.000    0.000 core.py:1349(_replace_dtype_fields)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:85(add)
        1    0.000    0.000    0.000    0.000 __init__.py:546(Formatter)
        2    0.000    0.000    0.000    0.000 rcsetup.py:569(validate_sketch)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2165(IPv6Interface)
        1    0.000    0.000    0.000    0.000 ticker.py:1138(LogitFormatter)
        7    0.000    0.000    0.000    0.000 getlimits.py:159(_register_type)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:269(__init__)
        2    0.000    0.000    0.000    0.000 rcsetup.py:431(_validate_mathtext_fallback)
        1    0.000    0.000    0.000    0.000 selectors.py:80(BaseSelector)
        1    0.000    0.000    0.000    0.000 collections.py:2207(_MeshData)
        1    0.000    0.000    0.000    0.000 _common.py:267(tzrangebase)
       20    0.000    0.000    0.000    0.000 <frozen _collections_abc>:435(__subclasshook__)
       24    0.000    0.000    0.000    0.000 dviread.py:152(_dispatch)
        1    0.000    0.000    0.000    0.000 __init__.py:1358(__init__)
        2    0.000    0.000    0.000    0.000 rcsetup.py:780(_validate_legend_loc)
        1    0.000    0.000    0.000    0.000 collections.py:1773(EventCollection)
        1    0.000    0.000    0.000    0.000 widgets.py:2092(_SelectorWidget)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 util.py:14(__config_flags)
        1    0.000    0.000    0.000    0.000 ticker.py:1831(LinearLocator)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1420(IPv4Interface)
        1    0.000    0.000    0.000    0.000 category.py:26(StrCategoryConverter)
       30    0.000    0.000    0.000    0.000 core.py:4362(<genexpr>)
        1    0.000    0.000    0.000    0.000 threading.py:277(__init__)
        1    0.000    0.000    0.000    0.000 polar.py:514(_ThetaShift)
        1    0.000    0.000    0.000    0.000 platform.py:795(_Processor)
       21    0.000    0.000    0.000    0.000 core.py:3872(recurse)
        1    0.000    0.000    0.000    0.000 transforms.py:2626(BboxTransformFrom)
        1    0.000    0.000    0.000    0.000 six.py:498(Module_six_moves_urllib)
        1    0.000    0.000    0.000    0.000 transforms.py:1881(Affine2D)
        1    0.000    0.000    0.000    0.000 extras.py:1806(MAxisConcatenator)
        2    0.000    0.000    0.000    0.000 __init__.py:75(register)
        1    0.000    0.000    0.000    0.000 rrule.py:1112(_iterinfo)
        1    0.000    0.000    0.000    0.000 Image.py:3641(register_open)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:388(__subclasshook__)
        6    0.000    0.000    0.000    0.000 signal.py:51(decorator)
        1    0.000    0.000    0.000    0.000 _triinterpolate.py:286(CubicTriInterpolator)
        1    0.000    0.000    0.000    0.000 inspect.py:1813(_shadowed_dict_from_weakref_mro_tuple)
        2    0.000    0.000    0.000    0.000 __init__.py:158(__getattr__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:524(__init__)
        1    0.000    0.000    0.000    0.000 offsetbox.py:563(DrawingArea)
       26    0.000    0.000    0.000    0.000 core.py:4361(<genexpr>)
        1    0.000    0.000    0.000    0.000 _datasource.py:195(DataSource)
       24    0.000    0.000    0.000    0.000 dataclasses.py:691(_is_initvar)
        5    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
       34    0.000    0.000    0.000    0.000 core.py:1960(recurse)
       22    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 transforms.py:2525(BboxTransform)
       12    0.000    0.000    0.000    0.000 dataclasses.py:549(_init_param)
