LebwohlLasher.py: Size: 50, Steps: 500, T*: 0.500: Order: 0.537, Time: 15.852029 s
         3667856 function calls (3651549 primitive calls) in 16.568 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 printoptions.py:1(<module>)
  278/178    0.000    0.000    0.001    0.000 core.py:1940(name)
      503    0.000    0.000    0.001    0.000 _ufunc_config.py:457(__exit__)
      356    0.000    0.000    0.001    0.000 inspect.py:791(_findclass)
        1    0.000    0.000    0.001    0.001 tz.py:1(<module>)
      490    0.001    0.000    0.001    0.000 _inspect.py:65(getargs)
      670    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:74(__new__)
        1    0.000    0.000    0.001    0.001 bisect.py:1(<module>)
        1    0.000    0.000    0.001    0.001 heapq.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _text_helpers.py:1(<module>)
1435/1255    0.001    0.000    0.001    0.000 {method 'update' of 'dict' objects}
  208/115    0.000    0.000    0.001    0.000 core.py:1903(default_name)
        1    0.000    0.000    0.001    0.001 string.py:1(<module>)
      660    0.001    0.000    0.001    0.000 {built-in method builtins.max}
        1    0.000    0.000    0.001    0.001 _scimath_impl.py:1(<module>)
     5702    0.001    0.000    0.001    0.000 {method 'strip' of 'str' objects}
     4053    0.001    0.000    0.001    0.000 {built-in method numpy.asanyarray}
       44    0.000    0.000    0.001    0.000 _base.py:67(__set_name__)
        1    0.000    0.000    0.001    0.001 helpers.py:605(make_html_tags)
       65    0.000    0.000    0.001    0.000 core.py:4038(__init__)
        1    0.000    0.000    0.001    0.001 helpers.py:547(_makeTags)
     22/3    0.000    0.000    0.001    0.000 core.py:4073(streamline)
        1    0.000    0.000    0.001    0.001 font_manager.py:1030(json_load)
       29    0.000    0.000    0.001    0.000 typing.py:1074(_generic_class_getitem)
     6193    0.001    0.000    0.001    0.000 _parser.py:240(__next)
      618    0.001    0.000    0.001    0.000 {built-in method numpy.array}
     7080    0.001    0.000    0.001    0.000 {method '__contains__' of 'frozenset' objects}
     5534    0.001    0.000    0.001    0.000 {method 'find' of 'str' objects}
     3277    0.001    0.000    0.001    0.000 inspect.py:3076(<genexpr>)
      445    0.000    0.000    0.001    0.000 copy.py:247(_reconstruct)
        1    0.000    0.000    0.001    0.001 __init__.py:274(load)
       24    0.000    0.000    0.001    0.000 deprecation.py:126(deprecate)
     78/4    0.000    0.000    0.001    0.000 core.py:973(_parseCache)
     30/4    0.000    0.000    0.001    0.000 core.py:3920(streamline)
        1    0.000    0.000    0.001    0.001 _mathtext.py:1814(Parser)
       22    0.000    0.000    0.001    0.000 core.py:5305(parseImpl)
        1    0.000    0.000    0.001    0.001 __init__.py:299(loads)
        1    0.000    0.000    0.001    0.001 calendar.py:1(<module>)
     2505    0.001    0.000    0.001    0.000 {built-in method numpy.lib.array_utils.normalize_axis_index}
        1    0.000    0.000    0.001    0.001 extras.py:1(<module>)
        1    0.000    0.000    0.001    0.001 string.py:69(__init_subclass__)
      504    0.001    0.000    0.001    0.000 {built-in method numpy._core._multiarray_umath._make_extobj}
        1    0.000    0.000    0.001    0.001 decoder.py:333(decode)
      392    0.000    0.000    0.001    0.000 inspect.py:2812(replace)
     1002    0.001    0.000    0.001    0.000 {method 'transpose' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.001    0.001 decoder.py:344(raw_decode)
     3681    0.001    0.000    0.001    0.000 {method 'items' of 'dict' objects}
       66    0.000    0.000    0.001    0.000 typing.py:892(__init__)
      286    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:670(_classify_pyc)
     1002    0.001    0.000    0.001    0.000 _linalg.py:142(_realType)
        1    0.000    0.000    0.001    0.001 dviread.py:1(<module>)
      319    0.001    0.000    0.001    0.000 {method '__exit__' of '_io._IOBase' objects}
        1    0.000    0.000    0.001    0.001 _fontconfig_pattern.py:55(_make_fontconfig_parser)
      501    0.001    0.000    0.001    0.000 _linalg.py:123(_makearray)
      809    0.001    0.000    0.001    0.000 enum.py:844(__setattr__)
        1    0.000    0.000    0.001    0.001 __init__.py:596(matplotlib_fname)
      286    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1206(path_stats)
      858    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
     3352    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:491(_verbose_message)
       19    0.000    0.000    0.001    0.000 arrayprint.py:1675(_array_str_implementation)
       33    0.000    0.000    0.001    0.000 typing.py:1417(copy_with)
        1    0.000    0.000    0.001    0.001 _cm_multivar.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _arraysetops_impl.py:1(<module>)
        1    0.000    0.000    0.001    0.001 layout_engine.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _cm_bivar.py:1(<module>)
       44    0.000    0.000    0.001    0.000 _base.py:52(__init__)
       32    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1648(_fill_cache)
      198    0.000    0.000    0.001    0.000 _parser.py:98(closegroup)
      435    0.000    0.000    0.001    0.000 {built-in method builtins.next}
      408    0.001    0.000    0.001    0.000 {method 'extend' of 'list' objects}
      286    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:703(_validate_timestamp_pyc)
       19    0.000    0.000    0.001    0.000 arrayprint.py:540(wrapper)
     10/3    0.000    0.000    0.001    0.000 unicode.py:14(__get__)
        1    0.000    0.000    0.001    0.001 __init__.py:436(PercentStyle)
      504    0.001    0.000    0.001    0.000 {method 'reset' of '_contextvars.ContextVar' objects}
     2218    0.001    0.000    0.001    0.000 {method 'endswith' of 'str' objects}
        1    0.000    0.000    0.001    0.001 lzma.py:1(<module>)
      347    0.000    0.000    0.001    0.000 __init__.py:102(find_spec)
       15    0.000    0.000    0.001    0.000 core.py:613(set_parse_action)
       17    0.001    0.000    0.001    0.000 <frozen abc>:110(register)
     1254    0.001    0.000    0.001    0.000 enum.py:1538(_get_value)
       83    0.000    0.000    0.001    0.000 core.py:3846(__init__)
     23/6    0.000    0.000    0.001    0.000 core.py:4684(streamline)
       34    0.000    0.000    0.001    0.000 enum.py:513(__prepare__)
       32    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1460(_path_hooks)
        1    0.000    0.000    0.001    0.001 platform.py:1(<module>)
        1    0.000    0.000    0.001    0.001 signal.py:1(<module>)
       12    0.000    0.000    0.001    0.000 __init__.py:224(define_aliases)
       37    0.001    0.000    0.001    0.000 function_base.py:25(linspace)
      558    0.000    0.000    0.001    0.000 _compiler.py:403(_simple)
        1    0.000    0.000    0.001    0.001 base64.py:1(<module>)
       19    0.001    0.000    0.001    0.000 arrayprint.py:1668(_guarded_repr_or_str)
       23    0.000    0.000    0.001    0.000 ast.py:34(parse)
        1    0.000    0.000    0.001    0.001 _base.py:549(_AxesBase)
      311    0.000    0.000    0.001    0.000 function_base.py:491(_add_docstring)
     2393    0.001    0.000    0.001    0.000 _parser.py:164(__len__)
     4973    0.001    0.000    0.001    0.000 artist.py:1557(<genexpr>)
        1    0.000    0.000    0.001    0.001 struct.py:1(<module>)
     2296    0.001    0.000    0.001    0.000 {method 'rpartition' of 'str' objects}
     1039    0.001    0.000    0.001    0.000 {method 'astype' of 'numpy.ndarray' objects}
      120    0.000    0.000    0.001    0.000 font_manager.py:989(_json_decode)
     3045    0.001    0.000    0.001    0.000 {built-in method _operator.index}
       62    0.000    0.000    0.001    0.000 __init__.py:866(_open_file_or_url)
       32    0.001    0.000    0.001    0.000 {built-in method posix.listdir}
       25    0.000    0.000    0.001    0.000 dtypes.py:30(_add_dtype_helper)
      637    0.000    0.000    0.001    0.000 {built-in method builtins.delattr}
       63    0.000    0.000    0.001    0.000 inspect.py:3297(__str__)
       31    0.000    0.000    0.001    0.000 pathlib.py:1081(glob)
      504    0.001    0.000    0.001    0.000 {method 'set' of '_contextvars.ContextVar' objects}
       33    0.000    0.000    0.001    0.000 contextlib.py:132(__enter__)
     2686    0.001    0.000    0.001    0.000 util.py:201(__call__)
      670    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:82(remove)
        3    0.000    0.000    0.001    0.000 warnings.py:133(filterwarnings)
       19    0.000    0.000    0.001    0.000 core.py:258(_trim_arity)
        1    0.000    0.000    0.001    0.001 path.py:1(<module>)
        8    0.000    0.000    0.001    0.000 core.py:2941(_generateDefaultName)
      238    0.001    0.000    0.001    0.000 core.py:457(__init__)
        1    0.000    0.000    0.001    0.001 actions.py:1(<module>)
      105    0.000    0.000    0.001    0.000 __init__.py:336(wrapper)
      347    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:445(cb)
       11    0.000    0.000    0.001    0.000 core.py:2942(charsAsStr)
     3994    0.001    0.000    0.001    0.000 {built-in method builtins.issubclass}
        1    0.000    0.000    0.001    0.001 _mathtext_data.py:1(<module>)
     2675    0.000    0.000    0.001    0.000 _parser.py:256(match)
      670    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:79(__init__)
       28    0.000    0.000    0.001    0.000 __init__.py:2149(getLogger)
     2640    0.001    0.000    0.001    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.001    0.001 _polynomial_impl.py:1(<module>)
        1    0.000    0.000    0.001    0.001 unicode.py:80(alphanums)
      460    0.000    0.000    0.001    0.000 <string>:1(<lambda>)
        1    0.000    0.000    0.001    0.001 traceback.py:221(extract_stack)
      347    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:232(__init__)
       10    0.000    0.000    0.001    0.000 _docstring.py:66(__call__)
     2881    0.001    0.000    0.001    0.000 {method 'add' of 'set' objects}
     8968    0.001    0.000    0.001    0.000 inspect.py:2796(name)
        1    0.000    0.000    0.001    0.001 traceback.py:377(extract)
        3    0.000    0.000    0.001    0.000 <frozen genericpath>:16(exists)
        1    0.000    0.000    0.001    0.001 _add_newdocs_scalars.py:1(<module>)
      195    0.000    0.000    0.001    0.000 inspect.py:2030(_signature_get_user_defined_method)
        2    0.000    0.000    0.001    0.000 unicode.py:55(_chars_for_ranges)
     1386    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:1226(__exit__)
        1    0.000    0.000    0.001    0.001 traceback.py:399(_extract_from_extended_frame_gen)
       64    0.000    0.000    0.001    0.000 core.py:4615(__init__)
       10    0.000    0.000    0.001    0.000 extras.py:251(__init__)
     1386    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:1222(__enter__)
      692    0.000    0.000    0.001    0.000 enum.py:79(_is_private)
     1503    0.000    0.000    0.001    0.000 _linalg.py:128(isComplexType)
       10    0.000    0.000    0.001    0.000 extras.py:255(getdoc)
      670    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:173(__exit__)
        1    0.000    0.000    0.001    0.001 unicode.py:70(alphas)
      345    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:1128(find_spec)
      143    0.000    0.000    0.001    0.000 ast.py:419(visit_Constant)
      891    0.000    0.000    0.001    0.000 colors.py:218(_is_nth_color)
        1    0.000    0.000    0.001    0.001 contextvars.py:1(<module>)
     1805    0.000    0.000    0.001    0.000 inspect.py:378(isfunction)
     1450    0.000    0.000    0.001    0.000 _parser.py:293(tell)
        4    0.000    0.000    0.001    0.000 traceback.py:318(line)
        1    0.000    0.000    0.001    0.001 _enums.py:1(<module>)
        2    0.000    0.000    0.001    0.000 dataclasses.py:568(_init_fn)
        2    0.000    0.000    0.001    0.000 linecache.py:26(getline)
        1    0.000    0.000    0.001    0.001 _nanfunctions_impl.py:1(<module>)
        2    0.000    0.000    0.001    0.000 linecache.py:36(getlines)
      718    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:645(parent)
        1    0.000    0.000    0.001    0.001 _type_check_impl.py:1(<module>)
        1    0.000    0.000    0.001    0.001 figure.py:118(FigureBase)
       28    0.000    0.000    0.001    0.000 __init__.py:1377(getLogger)
      286    0.001    0.000    0.001    0.000 {built-in method _imp._fix_co_filename}
        1    0.000    0.000    0.001    0.001 linecache.py:80(updatecache)
     3064    0.001    0.000    0.001    0.000 {method 'get' of 'mappingproxy' objects}
     1144    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
        1    0.000    0.000    0.001    0.001 TiffTags.py:1(<module>)
      459    0.000    0.000    0.001    0.000 _function_base_impl.py:346(iterable)
    154/1    0.000    0.000    0.001    0.001 _mathtext_data.py:1722(_normalize_stix_fontcodes)
     5539    0.001    0.000    0.001    0.000 {built-in method builtins.ord}
      221    0.000    0.000    0.001    0.000 {built-in method builtins.any}
      267    0.001    0.000    0.001    0.000 {method 'replace' of 'str' objects}
       12    0.000    0.000    0.001    0.000 typing.py:1851(__new__)
       86    0.000    0.000    0.001    0.000 __init__.py:245(make_alias)
        1    0.000    0.000    0.001    0.001 _globals.py:1(<module>)
     1515    0.001    0.000    0.001    0.000 {method 'match' of 're.Pattern' objects}
      484    0.000    0.000    0.001    0.000 __init__.py:778(__getitem__)
        1    0.000    0.000    0.001    0.001 six.py:1(<module>)
      678    0.000    0.000    0.000    0.000 enum.py:202(__get__)
        1    0.000    0.000    0.000    0.000 markers.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:519(_get_config_or_cache_dir)
       66    0.000    0.000    0.000    0.000 inspect.py:2124(_signature_bound_method)
     2403    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
      227    0.000    0.000    0.000    0.000 _parser.py:372(_escape)
      381    0.000    0.000    0.000    0.000 socket.py:79(<lambda>)
       75    0.000    0.000    0.000    0.000 enum.py:961(_get_mixins_)
      634    0.000    0.000    0.000    0.000 enum.py:779(__delattr__)
     7467    0.000    0.000    0.000    0.000 inspect.py:2808(kind)
      813    0.000    0.000    0.000    0.000 __init__.py:1000(<lambda>)
      587    0.000    0.000    0.000    0.000 typing.py:1625(_value_and_type_iter)
      311    0.000    0.000    0.000    0.000 function_base.py:473(_needs_add_docstring)
        1    0.000    0.000    0.000    0.000 widgets.py:1(<module>)
      455    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 ipaddress.py:2332(_IPv6Constants)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
     1606    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
      198    0.000    0.000    0.000    0.000 _parser.py:86(opengroup)
        1    0.000    0.000    0.000    0.000 ImageMode.py:1(<module>)
       35    0.000    0.000    0.000    0.000 ipaddress.py:2256(__init__)
      361    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:185(_path_abspath)
     1299    0.000    0.000    0.000    0.000 __init__.py:678(_set)
        1    0.000    0.000    0.000    0.000 ImageFile.py:1(<module>)
